,Review Title,Rating,Reviews
515,"Good Camera, Fast processing and easy to hold",5.0 out of 5 stars,"Mobile looks good, Camera is awesome, easy to hold and best VFM.Slightly over heated on First day."
516,Just Go for it Blindly...,5.0 out of 5 stars,If you ask me it was an wonderful purchase. The battery backup and camera quality is excellent. Overall performance is great. No any heating issue like other brands. The price is little high but product is awesome.
517,Top performing,5.0 out of 5 stars,Value for money...Performing 5/5Display 5/5Cam 4/5Battery 5/5
518,"Best at rupe 25,999, Overall best value for 💰",4.0 out of 5 stars,"At rupe 25999 it's great deal,very nice product.Funtouch OS not interested."
519,Camera not up to mark,5.0 out of 5 stars,"Every thing I like in Iqoo Neo 6 ,But the camera quality is not good in this price they need to improve the cameraOverall Battery is good Charging goodDisplay bestSound quality killerBrightnes best"
520,Camera is not good for low light condition too much grain,3.0 out of 5 stars,"Phone is okay, But Camera is not good when it on low light condition, too.much grain on low light photos and videos, Display Brightness not good for Outdoor use. Need more brightness like 1+, and realme. Headphone sound is not that's much loud."
521,It's not worth for 30k,3.0 out of 5 stars,"This mobile not support dual app for all apps, battery drain faster, no in-built app lock support....I will update more issues ..once I experience....."
522,Battery is draining quite fast after software update..not expecting that from iqoo,4.0 out of 5 stars,Battery is discharging quite heavy...after restricted some apps in background..still those app consuming background power
523,Good but not best,3.0 out of 5 stars,There are few issues like auto rotate is not working properly and fingerprint reader also bit slow.
524,Not competetion for this smartphone on this range!!,5.0 out of 5 stars,"                    The media could not be loaded.
                



 It's fab smartphone under 30k just close ur eyes and go for it......This Dark Nova colour❤️😍"
525,value for money 🤑,5.0 out of 5 stars,"My 3 days experienceI like it,1.display amazing2.battery life is good3.Fast charging4.Loudspeaker was good5.Performanc was amazingI don't like it,1.Phone weight2.camera was not best"
526,Amazing value for money device....Must buy!,5.0 out of 5 stars,Amazing displaySuperfast charging speedGreat processorGood speakersAmazing hapticsWould have loved if NFC was present.Great deal if you can get instant discount along with exchange offer. I got it at 19k.
527,Mobile is good qlarity,3.0 out of 5 stars,Mobile is excellent but not worthy for free fireThere are some issues in freefire drag problems and screen recorder problems and if we increase the dpi in developer option the game map will be in full screen and we can't play the game
528,Phone is too good better than expected,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Overall a good package. Just camera is suffering in night shots and wide angle is not that good."
529,Heat issue,4.0 out of 5 stars,I used IQ neo 6.  I have faced heating issue on some time but u have Play a game with in 5 minutes mobile will heating so solve the heating issue . Others wise good mobile all features are amazing but in this one problem is a big problem
530,The best phone under 30k,5.0 out of 5 stars,Top notch performance by sd870. Made for Gamers.Display is next level with hdr certificationBattery life is amazing and 80 watt charging is blazing fast.Overall the best phone under 30k
531,All rounder,5.0 out of 5 stars,Screen very goodBattery 🔋 okCamera decentSoftware smoothPerformance ok
532,Excellent product..!!,5.0 out of 5 stars,Best mobile  till May 2022 under 30k.
533,Beat the compitition excellent performance,5.0 out of 5 stars,Good touch responseGood battery 🔋 backupGood osAlways good
534,Best in class with all major features with better price..,4.0 out of 5 stars,"Hi, Very good phone in this budget. Has very good camera features and smooth touch screen. Am happy and satisfied with this phone features. Also got a quick battery charger adapter which chargesy phone in 30min from 0 to100% charge."
535,Iqoo should work on software,4.0 out of 5 stars,The battery life and performance is excellent but I have found alot of bugs and glitches which annoy the user
536,Value for money,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Just unboxed will update review"
537,WORTH IT 😃🤑👍,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Value for money.Best smartphone in midrange.Mind-blowing performance."
538,Killer mobile for best price 🔥,5.0 out of 5 stars,"Performance, display , battery , screen , working , Camera all is good and fabulousWorth of money120 hz display870 Sd processerReally great featuresAll can buy this phone"
539,Awesome phone! 👍🤳,5.0 out of 5 stars,After 20 days used this phone..1. Camera quality 5/52. Gaming performance 5/53. Sound quality 5/54. Other 4/5
540,12gb ram also hang? What should I purchased now?,2.0 out of 5 stars,Not value for money
541,"If you're planned to buy a phone with a range of Rs 25k to 30k, don't hesitate to buy this phone",5.0 out of 5 stars,Best phone in this range
542,Great phone but lacks under OS,3.0 out of 5 stars,"Dis -OS need to upgrade to fix screen issues, sometimes screen end up with horizontal line near finger print section.Lags in loading apps in multifunction.Noticed heating problem if 1 app not closed."
543,Literally it has a beast inside...,5.0 out of 5 stars,"What a Device man.... Literally it has a beast inside....you can play games like MLBB, GARENA FREE FIRE, BGMI,COD, APEX LEGENDS In ULTRA Graphics....believe me it charges within 30 mins....amazed with the phone at this price 💯💯"
544,A great deal in in just around 22k @ EMI for 9 month.. what do you expect more than this,5.0 out of 5 stars,"                    The media could not be loaded.
                



 A beast like 50k phone in just around 25k,"
545,Good smart phone on 30k,4.0 out of 5 stars,The finger print sensor was working awesome
546,Everything OP expect Network Strength,4.0 out of 5 stars,"Dislike, motorala would be  better choice than this cause it network strength and body frame is so worst,side,top and bottom body frame is so worst it rust easily and look so dirty within 10 days it get rusted,so I'm giving four star."
547,Beast phone 😍📱,5.0 out of 5 stars,Writing after using this phone last 15 days it's awesome battery and camera performance it's terrible I'm happy with iqoo Neo 6 🤩
548,Nice camera,5.0 out of 5 stars,Good camera even in low light but flash could be improved
549,Best Phone,5.0 out of 5 stars,Good Phone In This Budget!Value For MoneyAfter 2 weeks of usage the phone is doing good.No Problem perhapsNo lagsBest for bgmi if you are a gamer.Best Phone under 30000...Thank You IQOO
550,It is best for gaming and video,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Everything is best but battery life is little good but with fast charging it is goob"
551,"Nice phones , surfer fast , best display .",5.0 out of 5 stars,Display is the best .
552,CAMERA QUALITY IS NOT SO GOOD NOT SO BAD TOO,4.0 out of 5 stars,"The Camera is not as good as 30K range phone, In Front there should have a night mode. Battery also drains fast But 80W fast charging nutrilize the drawback. Overall Ok type. It would be best if the price lies between 10-25k."
553,Good product by vivo,4.0 out of 5 stars,All things are good. But sometimes it show lags. It should be improved.
